workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Taiwan, >50K
 ?, Some-college, Never-married, ?, Own-child, Black, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female, United-States, >50K
 Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, Mexico, <=50K
 Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 ?, Assoc-voc, Never-married, ?, Own-child, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
 Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Unmarried, Black, Male, Haiti, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 ?, 11th, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 ?, Assoc-voc, Divorced, ?, Unmarried, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male, Iran, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private, 11th, Widowed, Other-service, Unmarried, Other, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal, <=50K
 Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
 Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?, >50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Other-relative, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, Puerto-Rico, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, Wife, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
 Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico, <=50K
 Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Local-gov, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
 State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, Dominican-Republic, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, Not-in-family, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, Own-child, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
 Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male, United-States, <=50K
 Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Armed-Forces, Own-child, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, 9th, Never-married, Craft-repair, Other-relative, White, Male, Mexico, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male, ?, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
